# lines
|               wave | ion | NIST | Instr |   Source | amplitude |
| 10295.240616181198 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
| 10295.932267392438 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
|  10296.09054259716 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
| 10296.761331652599 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
|  10296.37112212278 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
| 10304.951226584422 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
| 10309.116046379904 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
| 10309.898326520088 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
| 10316.958881502685 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
| 10316.910589174753 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
|  10318.16342753521 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
|   10317.5425881161 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
|  10318.25929396834 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
|  10318.34789335338 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
| 10318.262259812556 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
| 10326.582959620655 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
| 10328.015848154608 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
| 10340.051655538744 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
| 10340.042211804237 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
|  10345.96595507577 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
| 10346.730912119996 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
| 10346.244131312415 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
| 10347.276249106737 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
| 10347.940905178408 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
| 10353.500719849299 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
| 10354.465909774623 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
| 10371.169212015368 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
| 10371.614348096757 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
| 10371.973738886814 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
| 10372.875852873056 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
|  10374.39953779784 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
| 10396.554149045242 | OH  |    0 |     0 | Spec_manual_sky |       0.0 |
